date,avg_temperature,precipitation,snow(mm)
04.05.2022,13.7,0.3,0.0
05.05.2022,14.1,0.0,0.0
06.05.2022,13.2,0.0,0.0
07.05.2022,16.5,0.1,0.0
08.05.2022,14.9,0.0,0.0
09.05.2022,14.4,0.0,0.0
10.05.2022,18.7,0.1,0.0
11.05.2022,21.1,4.3,0.0
12.05.2022,15.7,0.0,0.0
13.05.2022,14.0,0.0,0.0
14.05.2022,15.1,0.0,0.0
15.05.2022,14.6,0.0,0.0
16.05.2022,18.5,7.0,0.0
17.05.2022,16.6,0.3,0.0
18.05.2022,17.7,0.0,0.0
19.05.2022,20.9,0.0,0.0
20.05.2022,20.0,7.0,0.0
21.05.2022,15.4,0.1,0.0
22.05.2022,13.9,0.0,0.0
23.05.2022,17.3,1.4,0.0
24.05.2022,16.8,0.2,0.0
25.05.2022,15.0,0.0,0.0
26.05.2022,16.6,1.6,0.0
27.05.2022,13.7,3.1,0.0
28.05.2022,11.1,0.2,0.0
29.05.2022,11.6,1.9,0.0
30.05.2022,11.6,0.0,0.0
31.05.2022,14.0,1.1,0.0
01.06.2022,14.7,1.9,0.0
02.06.2022,14.1,0.0,0.0
03.06.2022,17.9,0.0,0.0
04.06.2022,19.2,0.0,0.0
05.06.2022,20.3,2.8,0.0
06.06.2022,19.5,1.0,0.0
07.06.2022,18.2,0.0,0.0
08.06.2022,19.8,0.0,0.0
09.06.2022,17.8,0.3,0.0
10.06.2022,18.7,0.0,0.0
11.06.2022,21.4,0.5,0.0
12.06.2022,20.2,0.0,0.0
13.06.2022,16.3,0.4,0.0
14.06.2022,14.7,0.0,0.0
15.06.2022,18.2,0.0,0.0
16.06.2022,19.1,0.0,0.0
17.06.2022,19.6,0.0,0.0
18.06.2022,25.6,0.0,0.0
19.06.2022,24.7,5.0,0.0
20.06.2022,14.1,8.5,0.0
21.06.2022,17.1,0.0,0.0
22.06.2022,20.3,0.0,0.0
23.06.2022,22.9,0.0,0.0
24.06.2022,24.3,0.0,0.0
25.06.2022,22.8,0.0,0.0
26.06.2022,24.5,0.0,0.0
27.06.2022,26.8,1.2,0.0
28.06.2022,21.1,0.0,0.0
29.06.2022,21.1,0.0,0.0
30.06.2022,23.3,0.0,0.0
01.07.2022,18.8,6.6,0.0
02.07.2022,19.5,0.0,0.0
03.07.2022,22.7,0.0,0.0
04.07.2022,20.2,0.0,0.0
05.07.2022,19.5,0.0,0.0
06.07.2022,16.9,4.0,0.0
07.07.2022,15.2,11.2,0.0
08.07.2022,16.6,0.0,0.0
09.07.2022,16.3,0.8,0.0
10.07.2022,15.9,0.0,0.0
11.07.2022,17.2,0.0,0.0
12.07.2022,19.7,0.0,0.0
13.07.2022,23.2,0.0,0.0
14.07.2022,19.1,0.0,0.0
15.07.2022,16.3,0.0,0.0
16.07.2022,17.3,1.0,0.0
17.07.2022,16.6,0.0,0.0
18.07.2022,20.7,0.0,0.0
19.07.2022,25.2,0.0,0.0
20.07.2022,27.9,0.0,0.0
21.07.2022,23.4,0.6,0.0
22.07.2022,20.4,2.1,0.0
23.07.2022,18.3,1.3,0.0
24.07.2022,19.6,0.0,0.0
25.07.2022,24.8,3.5,0.0
26.07.2022,19.5,0.6,0.0
27.07.2022,16.3,0.0,0.0
28.07.2022,16.9,0.0,0.0
29.07.2022,21.7,0.0,0.0
30.07.2022,21.1,0.0,0.0
31.07.2022,21.6,0.0,0.0
01.08.2022,20.9,0.0,0.0
02.08.2022,21.2,0.0,0.0
03.08.2022,25.2,0.0,0.0
04.08.2022,27.6,0.0,0.0
05.08.2022,22.4,0.1,0.0
06.08.2022,17.0,0.0,0.0
07.08.2022,17.7,0.0,0.0
08.08.2022,20.1,0.0,0.0
09.08.2022,21.9,0.0,0.0
10.08.2022,21.4,0.0,0.0
11.08.2022,22.7,0.0,0.0
12.08.2022,22.7,0.0,0.0
13.08.2022,22.6,0.4,0.0
14.08.2022,25.4,0.0,0.0
15.08.2022,23.2,11.2,0.0
16.08.2022,22.8,0.0,0.0
17.08.2022,24.6,0.0,0.0
18.08.2022,24.9,8.0,0.0
19.08.2022,21.1,0.1,0.0
20.08.2022,19.7,1.5,0.0
21.08.2022,18.9,0.0,0.0
22.08.2022,18.9,0.0,0.0
23.08.2022,20.4,0.0,0.0
24.08.2022,21.0,0.0,0.0
25.08.2022,22.1,0.0,0.0
26.08.2022,21.4,22.3,0.0
27.08.2022,20.2,0.0,0.0
28.08.2022,17.5,0.0,0.0
29.08.2022,16.6,0.0,0.0
30.08.2022,17.2,0.0,0.0
31.08.2022,17.2,0.0,0.0
01.09.2022,16.6,0.0,0.0
02.09.2022,16.1,0.0,0.0
03.09.2022,16.5,0.0,0.0
04.09.2022,18.1,0.0,0.0
05.09.2022,18.4,0.0,0.0
06.09.2022,17.9,0.0,0.0
07.09.2022,19.1,0.0,0.0
08.09.2022,16.1,12.0,0.0
09.09.2022,16.9,0.0,0.0
10.09.2022,16.4,0.0,0.0
11.09.2022,15.4,0.0,0.0
12.09.2022,14.7,0.0,0.0
13.09.2022,15.1,1.6,0.0
14.09.2022,14.5,0.0,0.0
15.09.2022,14.3,0.1,0.0
16.09.2022,13.3,5.6,0.0
17.09.2022,12.2,3.9,0.0
18.09.2022,10.5,3.2,0.0
19.09.2022,10.6,1.5,0.0
20.09.2022,10.1,2.4,0.0
21.09.2022,10.2,0.0,0.0
22.09.2022,9.5,0.0,0.0
23.09.2022,10.1,0.0,0.0
24.09.2022,12.4,0.0,0.0
25.09.2022,14.1,0.0,0.0
26.09.2022,13.2,0.5,0.0
27.09.2022,10.6,4.0,0.0
28.09.2022,8.9,0.0,0.0
29.09.2022,8.9,0.0,0.0
30.09.2022,9.4,0.0,0.0
01.10.2022,9.8,2.5,0.0
02.10.2022,12.3,3.6,0.0
03.10.2022,12.8,0.6,0.0
04.10.2022,12.9,0.0,0.0
05.10.2022,13.6,0.0,0.0
06.10.2022,13.8,0.0,0.0
07.10.2022,10.3,0.0,0.0
08.10.2022,10.9,0.0,0.0
09.10.2022,9.8,0.0,0.0
10.10.2022,11.0,0.0,0.0
11.10.2022,9.9,0.0,0.0
12.10.2022,8.2,0.0,0.0
13.10.2022,9.7,0.0,0.0
14.10.2022,11.6,0.3,0.0
15.10.2022,14.5,0.0,0.0
16.10.2022,14.9,0.0,0.0
17.10.2022,16.8,1.0,0.0
18.10.2022,13.8,10.2,0.0
19.10.2022,10.1,0.0,0.0
20.10.2022,8.5,1.4,0.0
21.10.2022,11.8,1.6,0.0
22.10.2022,14.4,0.0,0.0
23.10.2022,13.9,2.7,0.0
24.10.2022,14.8,0.1,0.0
25.10.2022,12.6,0.2,0.0
26.10.2022,11.3,0.0,0.0
27.10.2022,13.2,0.0,0.0
28.10.2022,16.0,0.0,0.0
29.10.2022,15.5,0.0,0.0
30.10.2022,14.7,0.0,0.0
31.10.2022,12.6,0.0,0.0
01.11.2022,12.6,0.1,0.0
02.11.2022,9.6,0.0,0.0
03.11.2022,7.9,0.0,0.0
04.11.2022,9.0,2.4,0.0
05.11.2022,7.7,0.0,0.0
06.11.2022,6.7,0.0,0.0
07.11.2022,10.7,0.0,0.0
08.11.2022,12.1,0.2,0.0
09.11.2022,11.8,1.0,0.0
10.11.2022,11.7,0.0,0.0
11.11.2022,8.6,0.0,0.0
12.11.2022,6.4,0.0,0.0
13.11.2022,8.3,0.0,0.0
14.11.2022,6.6,0.0,0.0
15.11.2022,6.8,0.0,0.0
16.11.2022,5.6,0.1,0.0
17.11.2022,3.8,1.1,0.0
18.11.2022,-1.1,0.1,0.0
19.11.2022,-2.0,1.0,0.0
20.11.2022,-0.8,0.0,30.0
21.11.2022,-1.9,0.0,20.0
22.11.2022,-0.1,0.0,10.0
23.11.2022,2.4,0.0,0.0
24.11.2022,2.2,0.0,0.0
25.11.2022,5.2,2.1,0.0
26.11.2022,7.4,0.1,0.0
27.11.2022,4.9,0.0,0.0
28.11.2022,3.7,0.0,0.0
29.11.2022,3.7,0.5,0.0
30.11.2022,3.1,0.0,0.0
01.12.2022,0.5,1.5,0.0
02.12.2022,0.4,0.0,0.0
03.12.2022,-1.1,0.5,0.0
04.12.2022,1.2,1.0,0.0
05.12.2022,3.1,0.6,0.0
06.12.2022,2.3,1.3,0.0
07.12.2022,2.1,2.5,0.0
08.12.2022,1.1,2.6,20.0
09.12.2022,-1.5,0.0,0.0
10.12.2022,-1.6,0.0,0.0
11.12.2022,-2.4,0.0,0.0
12.12.2022,-1.4,0.0,0.0
13.12.2022,-2.6,0.0,0.0
14.12.2022,-6.9,0.0,0.0
15.12.2022,-7.2,0.0,0.0
16.12.2022,-5.1,0.0,0.0
17.12.2022,-3.7,0.0,0.0
18.12.2022,-5.9,0.0,0.0
19.12.2022,-0.4,5.4,0.0
20.12.2022,5.8,4.4,0.0
21.12.2022,6.2,1.1,0.0
22.12.2022,6.8,3.6,0.0
23.12.2022,6.0,9.7,0.0
24.12.2022,6.1,2.2,0.0
25.12.2022,4.4,8.5,0.0
26.12.2022,9.1,0.0,0.0
27.12.2022,3.9,0.0,0.0
28.12.2022,6.1,1.3,0.0
29.12.2022,9.5,1.6,0.0
30.12.2022,7.4,1.6,0.0
31.12.2022,14.5,0.0,0.0
01.01.2023,14.1,0.0,0.0
02.01.2023,12.8,0.2,0.0
03.01.2023,5.1,0.0,0.0
04.01.2023,6.9,15.0,0.0
05.01.2023,8.1,0.6,0.0
06.01.2023,6.6,0.8,0.0
07.01.2023,8.0,0.4,0.0
08.01.2023,6.7,3.0,0.0
09.01.2023,5.9,1.4,0.0
10.01.2023,6.1,0.0,0.0
11.01.2023,6.5,8.1,0.0
12.01.2023,8.4,2.2,0.0
13.01.2023,9.0,0.0,0.0
14.01.2023,7.3,13.0,0.0
15.01.2023,6.3,0.0,0.0
16.01.2023,4.7,0.1,0.0
17.01.2023,2.5,0.2,0.0
18.01.2023,-0.3,0.0,0.0
19.01.2023,-1.0,0.0,0.0
20.01.2023,0.3,0.0,0.0
21.01.2023,1.0,5.0,0.0
22.01.2023,1.6,0.2,0.0
23.01.2023,1.7,0.0,0.0
24.01.2023,0.9,0.0,0.0
25.01.2023,0.6,0.0,0.0
26.01.2023,-0.9,0.0,0.0
27.01.2023,1.7,0.4,0.0
28.01.2023,0.3,0.0,0.0
29.01.2023,1.0,0.5,0.0
30.01.2023,3.8,3.4,0.0
31.01.2023,4.2,5.7,0.0
01.02.2023,4.4,8.4,0.0
02.02.2023,3.7,4.0,0.0
03.02.2023,5.5,5.1,0.0
04.02.2023,1.3,0.0,0.0
05.02.2023,-2.4,0.1,0.0
06.02.2023,-2.8,0.8,0.0
07.02.2023,-3.5,0.0,0.0
08.02.2023,-2.5,0.0,0.0
09.02.2023,-1.2,0.0,0.0
10.02.2023,2.6,0.0,0.0
11.02.2023,5.7,0.8,0.0
12.02.2023,7.0,0.3,0.0
13.02.2023,6.7,0.0,0.0
14.02.2023,5.2,0.0,0.0
15.02.2023,2.2,0.0,0.0
16.02.2023,5.7,1.1,0.0
17.02.2023,8.9,3.0,0.0
18.02.2023,7.0,11.6,0.0
19.02.2023,4.0,0.0,0.0
20.02.2023,6.9,0.4,0.0
21.02.2023,9.1,0.9,0.0
22.02.2023,7.0,0.0,0.0
23.02.2023,6.2,1.1,0.0
24.02.2023,3.3,5.1,0.0
25.02.2023,1.4,2.2,0.0
26.02.2023,0.6,0.0,10.0
27.02.2023,0.1,0.0,0.0
28.02.2023,0.8,0.0,0.0
01.03.2023,0.7,0.0,0.0
02.03.2023,0.3,0.0,0.0
03.03.2023,0.8,0.0,0.0
04.03.2023,4.2,0.2,0.0
05.03.2023,2.0,2.4,0.0
06.03.2023,0.4,1.9,0.0
07.03.2023,1.3,1.3,10.0
08.03.2023,0.8,2.1,0.0
09.03.2023,0.7,9.2,10.0
10.03.2023,3.4,11.7,0.0
11.03.2023,1.0,0.0,40.0
12.03.2023,2.8,1.3,0.0
13.03.2023,10.9,2.8,0.0
14.03.2023,8.8,8.1,0.0
15.03.2023,2.3,0.0,0.0
16.03.2023,4.1,0.0,0.0
17.03.2023,8.4,0.0,0.0
18.03.2023,11.4,4.0,0.0
19.03.2023,10.5,2.7,0.0
20.03.2023,9.8,0.0,0.0
21.03.2023,9.5,1.0,0.0
22.03.2023,12.3,1.0,0.0
23.03.2023,11.9,3.8,0.0
24.03.2023,12.2,1.4,0.0
25.03.2023,9.4,7.2,0.0
26.03.2023,8.0,0.0,0.0
27.03.2023,3.4,1.0,0.0
28.03.2023,3.0,0.0,0.0
29.03.2023,6.6,0.1,0.0
30.03.2023,11.4,3.5,0.0
31.03.2023,10.5,6.0,0.0
01.04.2023,7.5,1.6,0.0
02.04.2023,4.4,0.0,0.0
03.04.2023,2.4,0.0,0.0
04.04.2023,2.4,0.0,0.0
05.04.2023,3.4,0.0,0.0
06.04.2023,5.4,0.0,0.0
07.04.2023,4.2,2.4,0.0
08.04.2023,7.6,0.0,0.0
09.04.2023,6.5,0.0,0.0
10.04.2023,10.4,1.8,0.0
11.04.2023,8.6,2.5,0.0
12.04.2023,8.4,2.8,0.0
13.04.2023,8.9,0.3,0.0
14.04.2023,7.6,10.7,0.0
15.04.2023,9.5,4.9,0.0
16.04.2023,9.2,1.5,0.0
17.04.2023,7.3,2.5,0.0
18.04.2023,8.9,0.0,0.0
19.04.2023,7.2,5.4,0.0
20.04.2023,9.8,0.1,0.0
21.04.2023,14.6,0.0,0.0
22.04.2023,15.3,1.2,0.0
23.04.2023,13.2,1.9,0.0
24.04.2023,12.6,0.0,0.0
25.04.2023,8.1,0.0,0.0
26.04.2023,6.6,0.0,0.0
27.04.2023,7.2,0.0,0.0
28.04.2023,10.1,4.3,0.0
29.04.2023,11.2,0.2,0.0
30.04.2023,8.8,0.0,0.0
01.05.2023,12.1,0.0,0.0
02.05.2023,11.0,0.0,0.0
03.05.2023,9.4,0.0,0.0
04.05.2023,12.6,0.0,0.0
05.05.2023,14.4,11.9,0.0
06.05.2023,8.3,0.2,0.0
07.05.2023,11.5,0.0,0.0
08.05.2023,12.0,0.0,0.0
09.05.2023,13.9,0.0,0.0
10.05.2023,15.9,0.0,0.0
11.05.2023,17.0,0.0,0.0
12.05.2023,17.5,0.0,0.0
13.05.2023,16.2,0.0,0.0
14.05.2023,15.1,0.0,0.0
15.05.2023,14.5,0.0,0.0
16.05.2023,11.9,0.0,0.0
17.05.2023,10.8,0.0,0.0
18.05.2023,11.7,0.0,0.0
19.05.2023,13.4,0.0,0.0
20.05.2023,14.9,0.0,0.0
21.05.2023,20.7,0.0,0.0
22.05.2023,20.4,0.0,0.0
23.05.2023,14.7,2.9,0.0
24.05.2023,11.1,0.0,0.0
25.05.2023,13.6,0.0,0.0
26.05.2023,13.8,0.0,0.0
27.05.2023,14.5,0.0,0.0
28.05.2023,16.6,0.0,0.0
29.05.2023,16.4,0.0,0.0
30.05.2023,16.0,0.0,0.0
31.05.2023,17.6,0.0,0.0
01.06.2023,16.0,0.0,0.0
02.06.2023,13.8,0.0,0.0
03.06.2023,14.2,0.0,0.0
04.06.2023,16.1,0.0,0.0
05.06.2023,19.2,0.0,0.0
06.06.2023,19.3,0.0,0.0
07.06.2023,22.9,0.0,0.0
08.06.2023,23.4,0.0,0.0
09.06.2023,22.3,0.0,0.0
10.06.2023,21.5,0.0,0.0
11.06.2023,21.5,0.0,0.0
12.06.2023,20.8,0.0,0.0
13.06.2023,18.1,0.0,0.0
14.06.2023,18.0,0.0,0.0
15.06.2023,18.3,1.3,0.0
16.06.2023,15.9,14.2,0.0
17.06.2023,16.1,0.8,0.0
18.06.2023,19.4,0.0,0.0
19.06.2023,21.5,0.0,0.0
20.06.2023,21.6,6.1,0.0
21.06.2023,23.2,0.0,0.0
22.06.2023,23.3,24.2,0.0
23.06.2023,17.2,27.4,0.0
24.06.2023,19.3,0.0,0.0
25.06.2023,21.1,0.0,0.0
26.06.2023,21.6,19.3,0.0
27.06.2023,16.7,1.4,0.0
28.06.2023,18.0,0.0,0.0
29.06.2023,19.8,0.6,0.0
30.06.2023,18.7,0.5,0.0
01.07.2023,19.3,0.6,0.0
02.07.2023,18.6,0.0,0.0
03.07.2023,17.5,0.0,0.0
04.07.2023,18.2,0.0,0.0
05.07.2023,18.8,0.0,0.0
06.07.2023,17.3,0.0,0.0
07.07.2023,20.0,0.0,0.0
08.07.2023,23.2,0.0,0.0
09.07.2023,24.4,0.6,0.0
10.07.2023,22.8,0.5,0.0
11.07.2023,23.1,0.0,0.0
12.07.2023,23.1,0.0,0.0
13.07.2023,19.6,0.0,0.0
14.07.2023,20.1,0.0,0.0
15.07.2023,25.3,1.6,0.0
16.07.2023,22.8,0.0,0.0
17.07.2023,21.5,0.0,0.0
18.07.2023,18.7,0.0,0.0
19.07.2023,19.2,6.1,0.0
20.07.2023,17.2,0.0,0.0
21.07.2023,15.3,11.2,0.0
22.07.2023,16.8,0.3,0.0
23.07.2023,19.8,0.0,0.0
24.07.2023,20.8,18.1,0.0
25.07.2023,17.4,0.0,0.0
26.07.2023,15.9,3.7,0.0
27.07.2023,15.3,14.5,0.0
28.07.2023,18.9,1.0,0.0
29.07.2023,19.0,6.9,0.0
30.07.2023,18.3,2.1,0.0
31.07.2023,17.6,1.2,0.0
01.08.2023,17.9,3.3,0.0
02.08.2023,18.6,1.6,0.0
03.08.2023,18.4,7.3,0.0
04.08.2023,18.4,0.0,0.0
05.08.2023,17.3,0.8,0.0
06.08.2023,15.9,7.2,0.0
07.08.2023,16.2,1.7,0.0
08.08.2023,14.7,1.4,0.0
09.08.2023,14.9,0.6,0.0
10.08.2023,15.3,0.0,0.0
11.08.2023,17.9,0.0,0.0
12.08.2023,21.2,0.1,0.0
13.08.2023,21.6,0.0,0.0
14.08.2023,22.3,17.6,0.0
15.08.2023,23.8,0.1,0.0
16.08.2023,22.9,0.0,0.0
17.08.2023,21.7,13.8,0.0
18.08.2023,23.8,0.0,0.0
19.08.2023,24.6,0.0,0.0
20.08.2023,23.8,0.0,0.0
21.08.2023,22.3,0.0,0.0
22.08.2023,20.8,0.0,0.0
23.08.2023,19.8,0.0,0.0
24.08.2023,21.4,0.0,0.0
25.08.2023,23.0,0.6,0.0
26.08.2023,19.5,0.4,0.0
27.08.2023,16.7,0.4,0.0
28.08.2023,15.8,0.0,0.0
29.08.2023,15.1,8.8,0.0
30.08.2023,15.5,0.6,0.0
31.08.2023,14.0,3.9,0.0
01.09.2023,14.8,0.0,0.0
02.09.2023,15.8,0.0,0.0
03.09.2023,16.4,0.0,0.0
04.09.2023,17.6,0.0,0.0
05.09.2023,19.8,0.0,0.0
06.09.2023,20.2,0.0,0.0
07.09.2023,20.6,0.0,0.0
08.09.2023,20.4,0.0,0.0
09.09.2023,20.9,0.0,0.0
10.09.2023,20.8,0.0,0.0
11.09.2023,21.3,0.0,0.0
12.09.2023,21.3,3.4,0.0
13.09.2023,18.3,4.6,0.0
14.09.2023,14.5,0.0,0.0
15.09.2023,16.1,0.0,0.0
16.09.2023,17.8,0.0,0.0
17.09.2023,19.2,0.0,0.0
18.09.2023,19.9,0.5,0.0
19.09.2023,17.7,0.0,0.0
20.09.2023,17.9,0.0,0.0
21.09.2023,19.7,1.8,0.0
22.09.2023,16.2,0.3,0.0
23.09.2023,14.1,0.0,0.0
24.09.2023,13.3,0.0,0.0
25.09.2023,14.4,0.0,0.0
26.09.2023,17.0,0.0,0.0
27.09.2023,18.4,0.0,0.0
28.09.2023,18.3,0.0,0.0
29.09.2023,18.2,0.1,0.0
30.09.2023,14.7,0.0,0.0
01.10.2023,15.5,0.0,0.0
02.10.2023,18.8,0.0,0.0
03.10.2023,17.3,11.3,0.0
04.10.2023,14.0,0.0,0.0
05.10.2023,12.2,1.6,0.0
06.10.2023,14.6,1.0,0.0
07.10.2023,15.6,14.8,0.0
08.10.2023,11.6,3.5,0.0
09.10.2023,10.1,2.3,0.0
10.10.2023,13.8,0.0,0.0
11.10.2023,17.9,2.3,0.0
12.10.2023,14.9,1.4,0.0
13.10.2023,17.5,2.0,0.0
14.10.2023,14.3,0.2,0.0
15.10.2023,8.5,0.0,0.0
16.10.2023,7.0,0.0,0.0
17.10.2023,6.5,0.0,0.0
18.10.2023,6.2,0.0,0.0
19.10.2023,6.7,4.4,0.0
20.10.2023,5.9,5.5,0.0
21.10.2023,10.8,0.4,0.0
22.10.2023,12.6,0.0,0.0
23.10.2023,10.2,0.3,0.0
24.10.2023,11.3,11.5,0.0
25.10.2023,10.9,10.1,0.0
26.10.2023,9.8,1.2,0.0
27.10.2023,9.5,7.1,0.0
28.10.2023,10.1,7.3,0.0
29.10.2023,11.7,4.2,0.0
30.10.2023,12.6,1.8,0.0
31.10.2023,10.8,4.1,0.0
01.11.2023,10.2,0.0,0.0
02.11.2023,10.4,2.8,0.0
03.11.2023,9.4,0.1,0.0
04.11.2023,8.5,2.1,0.0
05.11.2023,10.1,6.2,0.0
06.11.2023,11.0,0.0,0.0
07.11.2023,9.4,0.0,0.0
08.11.2023,8.5,0.4,0.0
09.11.2023,9.6,0.0,0.0
10.11.2023,8.6,0.0,0.0
11.11.2023,5.6,1.3,0.0
12.11.2023,6.2,0.3,0.0
13.11.2023,6.9,5.3,0.0
14.11.2023,10.8,2.8,0.0
15.11.2023,7.3,3.2,0.0
16.11.2023,6.0,0.4,0.0
17.11.2023,3.9,0.4,0.0
18.11.2023,4.3,7.1,0.0
19.11.2023,7.9,12.0,0.0
20.11.2023,9.4,10.7,0.0
21.11.2023,3.6,0.2,0.0
22.11.2023,-0.1,0.0,0.0
23.11.2023,7.1,5.2,0.0
24.11.2023,4.2,2.4,0.0
25.11.2023,1.0,0.5,0.0
26.11.2023,-0.6,0.0,0.0
27.11.2023,0.1,4.0,0.0
28.11.2023,-1.8,0.1,40.0
29.11.2023,-1.3,1.9,30.0
30.11.2023,-2.9,0.0,70.0
01.12.2023,-4.8,0.0,60.0
02.12.2023,-4.7,0.1,50.0
03.12.2023,-2.6,0.1,60.0
04.12.2023,-3.0,0.0,60.0
05.12.2023,-1.2,1.5,60.0
06.12.2023,0.6,2.1,60.0
07.12.2023,1.0,0.0,30.0
08.12.2023,0.9,0.4,30.0
09.12.2023,2.8,4.1,20.0
10.12.2023,5.3,8.6,0.0
11.12.2023,7.7,17.8,0.0
12.12.2023,5.6,3.9,0.0
13.12.2023,4.6,7.2,0.0
14.12.2023,3.2,0.0,0.0
15.12.2023,3.3,0.6,0.0
16.12.2023,7.5,0.0,0.0
17.12.2023,7.7,0.0,0.0
18.12.2023,6.0,0.0,0.0
19.12.2023,6.2,8.2,0.0
20.12.2023,5.3,8.0,0.0
21.12.2023,6.9,9.6,0.0
22.12.2023,3.5,4.6,0.0
23.12.2023,1.6,11.5,20.0
24.12.2023,6.9,16.8,10.0
25.12.2023,10.0,17.0,0.0
26.12.2023,8.3,1.0,0.0
27.12.2023,4.0,0.1,0.0
28.12.2023,8.4,0.0,0.0
29.12.2023,9.5,4.1,0.0
30.12.2023,6.1,0.0,0.0
